DATASONICH	SECONDS	NANOSECONDS	DIAG	U	V	W	SOS	TEMP	AIN1	AIN2	AIN3	AIN4	CHK
DATADAQMH	SECONDS	NANOSECONDS	Relay_1_1_1	Relay_2_1_1	Relay_3_1_1	SWC_1_1_1	TS_1_1_1	SWC_2_1_1	TS_2_1_1	SWC_3_1_1	TS_3_1_1	SWC_4_1_1	TS_4_1_1	SWC_5_1_1	TS_5_1_1	SWC_6_1_1	TS_6_1_1	TC_1_1_1	TSENSOR_1_1_1	SHFSENS_1_1_1	SHF_1_1_1	SHFSENS_2_1_1	SHF_2_1_1	SHFSENS_3_1_1	SHF_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	TCNR4_C_1_1_1	RN_1_1_1	ALB_1_1_1	TA_1_1_1	RH_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	DAQM_V_1_1_1	DAQM_T_1_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	DRM_POWER_STATUS_1_1_1	DRM_V_BATTERY_1_1_1	DRM_V_MAIN_1_1_1	CHK
DATADAQMU	seconds	nanoseconds	AMP	AMP	AMP	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	C	C	NONE	W+1m-2	NONE	W+1m-2	NONE	W+1m-2	W+1m-2	W+1m-2	W+1m-2	W+1m-2	C	W+1m-2	dimensionless	C	%	umol+1m-2s-1	mm	V	C	C	C	C	Other	V	V	CHK
DATASONIC	1783883589	286919416	0	1.319	2.194	0.012	350.335	32.27	0	0	0	0	061
DATASONIC	1783883589	336837628	0	1.274	2.15	0.095	350.284	32.18	0	0	0	0	019
DATAGPS	1783883589	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	023
DATASONIC	1783883589	386788421	0	1.433	2.202	0.062	350.284	32.18	0	0	0	0	057
DATASONIC	1783883589	436744798	0	1.426	2.199	0.115	350.295	32.2	0	0	0	0	025
DATASONIC	1783883589	486704134	0	1.359	2.158	0.317	350.295	32.2	0	0	0	0	014
DATASONIC	1783883589	536676760	0	1.33	2.141	0.379	350.244	32.11	0	0	0	0	006
DATASONIC	1783883589	586614513	0	1.201	2.315	0.335	350.267	32.15	0	0	0	0	048
DATASONIC	1783883589	636617846	0	1.063	2.333	0.537	350.353	32.3	0	0	0	0	011
DATASONIC	1783883589	686558349	0	1.036	2.124	0.275	350.312	32.23	0	0	0	0	060
DATASONIC	1783883589	736508434	0	1.436	2.154	0.255	350.238	32.1	0	0	0	0	006
DATASONIC	1783883589	786479852	0	1.368	2.367	0.346	350.238	32.1	0	0	0	0	033
DATASONIC	1783883589	836395481	0	1.322	2.199	0.27	350.244	32.11	0	0	0	0	011
DATASONIC	1783883589	886403564	0	1.437	2.161	0.27	350.203	32.04	0	0	0	0	001
DATASONIC	1783883589	936338317	0	1.388	2.219	0.233	350.238	32.1	0	0	0	0	013
DATASONIC	1783883589	986284319	0	1.315	2.299	0.338	350.203	32.04	0	0	0	0	067
DATASONIC	1783883590	36289903	0	1.315	2.268	0.37	350.226	32.08	0	0	0	0	210
DATASONIC	1783883590	86207531	0	1.242	2.364	0.311	350.215	32.06	0	0	0	0	237
DATASONIC	1783883590	136182366	0	1.278	2.184	0.31	350.226	32.08	0	0	0	0	253
DATASONIC	1783883590	186149076	0	1.354	2.134	0.3	350.244	32.11	0	0	0	0	194
DATASONIC	1783883590	236123994	0	1.353	2.046	0.291	350.226	32.08	0	0	0	0	047
DATASONIC	1783883590	286063496	0	1.35	2.046	0.332	350.238	32.1	0	0	0	0	201
DATAGPS	1783883590	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	015
DATASONIC	1783883590	336010748	0	1.431	2.066	0.36	350.198	32.03	0	0	0	0	247
DATASONIC	1783883590	385957542	0	1.388	2.272	0.275	350.226	32.08	0	0	0	0	067
DATASONIC	1783883590	435934180	0	1.214	2.335	0.338	350.186	32.01	0	0	0	0	042
DATASONIC	1783883590	485881192	0	1.2	2.245	0.354	350.163	31.97	0	0	0	0	213
DATASONIC	1783883590	535866744	0	1.496	2.445	0.184	350.215	32.06	0	0	0	0	064
DATASONIC	1783883590	585847505	0	1.394	2.578	0.215	350.238	32.1	0	0	0	0	014
DATASONIC	1783883590	635767101	0	1.276	2.606	0.199	350.198	32.03	0	0	0	0	060
DATASONIC	1783883590	685759112	0	1.426	2.398	0.203	350.226	32.08	0	0	0	0	056
DATASONIC	1783883590	735682541	0	1.082	2.707	0.453	350.215	32.06	0	0	0	0	048
DATASONIC	1783883590	785656386	0	1.239	2.568	0.336	350.215	32.06	0	0	0	0	070
DATASONIC	1783883590	835605981	0	1.29	2.496	0.271	350.284	32.18	0	0	0	0	017
DATASONIC	1783883590	885539285	0	1.474	2.615	0.203	350.175	31.99	0	0	0	0	072
DATASONIC	1783883590	935488005	0	1.313	2.783	0.241	350.215	32.06	0	0	0	0	045
DATASONIC	1783883590	985467058	0	1.483	2.654	0.33	350.215	32.06	0	0	0	0	011
DATASONIC	1783883591	35412862	0	1.577	2.708	0.378	350.226	32.08	0	0	0	0	011
DATASONIC	1783883591	85381665	0	1.543	2.565	0.244	350.244	32.11	0	0	0	0	002
DATASONIC	1783883591	135349051	0	1.705	2.71	0.172	350.198	32.03	0	0	0	0	248
DATASONIC	1783883591	185293021	0	1.836	2.772	0.17	350.203	32.04	0	0	0	0	247
DATASONIC	1783883591	235265741	0	1.787	2.47	0.202	350.163	31.97	0	0	0	0	007
DATASONIC	1783883591	285235252	0	1.818	2.169	0.225	350.198	32.03	0	0	0	0	055
DATASONIC	1783883591	335188222	0	1.631	2.269	0.226	350.146	31.94	0	0	0	0	052
DATAGPS	1783883591	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	016
DATASONIC	1783883591	385133568	0	1.717	2.1	0.344	350.175	31.99	0	0	0	0	217
DATASONIC	1783883591	435098662	0	1.751	1.881	0.321	350.146	31.94	0	0	0	0	059
DATASONIC	1783883591	485053091	0	1.767	2.036	0.213	350.135	31.92	0	0	0	0	047
DATASONIC	1783883591	535018769	0	1.726	1.959	0.048	350.163	31.97	0	0	0	0	076
DATASONIC	1783883591	584970781	0	1.641	2.048	0.11	350.175	31.99	0	0	0	0	014
DATASONIC	1783883591	634959416	0	1.795	2.007	0.03	350.158	31.96	0	0	0	0	016
DATASONIC	1783883591	684891012	0	1.707	1.88	-0.081	350.163	31.97	0	0	0	0	057
DATASONIC	1783883591	734854065	0	1.709	1.774	-0.081	350.158	31.96	0	0	0	0	115
DATASONIC	1783883591	784807202	0	1.586	1.881	0.085	350.186	32.01	0	0	0	0	060
DATASONIC	1783883591	834745339	0	1.267	2.003	0.038	350.198	32.03	0	0	0	0	054
DATASONIC	1783883591	884740391	0	1.32	1.996	0.133	350.163	31.97	0	0	0	0	014
DATASONIC	1783883591	934661821	0	1.421	2.107	0.202	350.203	32.04	0	0	0	0	026
DATASONIC	1783883591	984640748	0	1.435	1.902	0.139	350.198	32.03	0	0	0	0	064
DATASONIC	1783883592	34610551	0	1.47	2.224	0.031	350.203	32.04	0	0	0	0	176
DATASONIC	1783883592	84558522	0	1.423	1.872	-0.09	350.203	32.04	0	0	0	0	246
DATASONIC	1783883592	134551782	0	1.246	2.053	-0.124	350.312	32.23	0	0	0	0	078
DATASONIC	1783883592	184501669	0	1.426	2.262	0.183	350.272	32.16	0	0	0	0	051
DATASONIC	1783883592	234462472	0	1.071	2.419	0.25	350.255	32.13	0	0	0	0	246
DATASONIC	1783883592	284436358	0	1.035	2.386	0.147	350.255	32.13	0	0	0	0	055
DATASONIC	1783883592	334362204	0	1.314	2.207	0.134	350.307	32.22	0	0	0	0	025
DATAGPS	1783883592	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	017
DATASONIC	1783883592	384300425	0	1.243	2.375	0.4	350.284	32.18	0	0	0	0	199
DATASONIC	1783883592	434281400	0	1.564	2.212	0.249	350.163	31.97	0	0	0	0	045
DATASONIC	1783883592	484273836	0	1.339	2.087	0.282	350.312	32.23	0	0	0	0	057
DATASONIC	1783883592	534220981	0	1.766	2.411	0.045	350.186	32.01	0	0	0	0	043
DATASONIC	1783883592	584174834	0	1.847	2.237	0.049	350.163	31.97	0	0	0	0	072
DATASONIC	1783883592	634118521	0	1.82	2.313	-0.112	350.267	32.15	0	0	0	0	029
DATASONIC	1783883592	684060916	0	1.956	1.966	-0.02	350.203	32.04	0	0	0	0	047
DATASONIC	1783883592	734030769	0	1.892	2.293	0.196	350.198	32.03	0	0	0	0	068
DATASONIC	1783883592	784022246	0	1.901	2.119	0.195	350.226	32.08	0	0	0	0	048
DATASONIC	1783883592	833957308	0	1.901	2.24	0.216	350.215	32.06	0	0	0	0	252
DATASONIC	1783883592	883922578	0	1.601	2.095	0.464	350.255	32.13	0	0	0	0	062
DATASONIC	1783883592	933863015	0	1.339	2.189	0.249	350.267	32.15	0	0	0	0	066
DATASONIC	1783883592	983841909	0	1.486	2.476	0.164	350.186	32.01	0	0	0	0	072
DATASONIC	1783883593	33781638	0	1.538	2.219	0.067	350.198	32.03	0	0	0	0	013
DATASONIC	1783883593	83762240	0	1.712	1.962	0.049	350.238	32.1	0	0	0	0	205
DATASONIC	1783883593	133703552	0	1.924	1.977	0.286	350.186	32.01	0	0	0	0	058
DATASONIC	1783883593	183694821	0	1.356	1.976	0.62	350.255	32.13	0	0	0	0	013
DATASONIC	1783883593	233663174	0	1.394	1.868	0.627	350.226	32.08	0	0	0	0	065
DATASONIC	1783883593	283623527	0	1.397	1.956	0.448	350.244	32.11	0	0	0	0	064
DATAGPS	1783883593	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	018
DATASONIC	1783883593	333537965	0	1.426	1.963	0.295	350.226	32.08	0	0	0	0	067
DATASONIC	1783883593	383507318	0	1.54	1.88	0.286	350.226	32.08	0	0	0	0	216
DATASONIC	1783883593	433498711	0	1.394	1.797	0.125	350.215	32.06	0	0	0	0	060
DATASONIC	1783883593	483475814	0	1.154	1.892	0.091	350.272	32.16	0	0	0	0	060
DATASONIC	1783883593	533426709	0	1.158	2.038	0.235	350.255	32.13	0	0	0	0	050
DATASONIC	1783883593	583364396	0	1.445	1.883	0.019	350.324	32.25	0	0	0	0	064
DATASONIC	1783883593	633334749	0	2.018	2.002	-0.303	350.244	32.11	0	0	0	0	077
DATASONIC	1783883593	683264686	0	1.865	1.918	-0.136	350.238	32.1	0	0	0	0	066
DATASONIC	1783883593	733261455	0	1.992	1.772	-0.082	350.215	32.06	0	0	0	0	100
DATASONIC	1783883593	783233432	0	1.966	1.804	-0.039	350.175	31.99	0	0	0	0	114
DATASONIC	1783883593	833148079	0	2.242	1.697	0.005	350.215	32.06	0	0	0	0	052
DATASONIC	1783883593	883123098	0	1.953	1.763	-0.011	350.226	32.08	0	0	0	0	099
DATASONIC	1783883593	933081284	0	1.999	1.553	0.019	350.244	32.11	0	0	0	0	059
DATASONIC	1783883593	983024430	0	2.068	1.469	0.24	350.238	32.1	0	0	0	0	206
DATASONIC	1783883594	32987158	0	1.885	1.455	0.451	350.203	32.04	0	0	0	0	009
DATASONIC	1783883594	82964968	0	1.954	1.497	0.304	350.175	31.99	0	0	0	0	039
DATASONIC	1783883594	132912239	0	1.916	1.356	0.326	350.255	32.13	0	0	0	0	049
DATASONIC	1783883594	182883300	0	1.789	1.254	0.306	350.255	32.13	0	0	0	0	053
DATASONIC	1783883594	232830445	0	1.912	1.348	0.395	350.267	32.15	0	0	0	0	056
DATASONIC	1783883594	282802339	0	1.931	1.287	0.233	350.335	32.27	0	0	0	0	055
DATASONIC	1783883594	332747985	0	1.723	1.268	0.437	350.244	32.11	0	0	0	0	062
DATAGPS	1783883594	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	019
DATASONIC	1783883594	382718421	0	1.755	1.254	0.234	350.284	32.18	0	0	0	0	056
DATASONIC	1783883594	432691898	0	1.809	1.275	0.242	350.335	32.27	0	0	0	0	069
DATASONIC	1783883594	482638044	0	1.671	1.552	0.312	350.284	32.18	0	0	0	0	054
DATASONIC	1783883594	532581523	0	1.621	1.646	0.436	350.272	32.16	0	0	0	0	050
DATASONIC	1783883594	582553209	0	1.642	1.724	0.202	350.255	32.13	0	0	0	0	044
DATASONIC	1783883594	632525646	0	1.853	1.813	0.289	350.226	32.08	0	0	0	0	064
DATASONIC	1783883594	682473208	0	1.898	1.998	0.355	350.226	32.08	0	0	0	0	082
DATASONIC	1783883594	732444353	0	1.533	2.402	0.14	350.295	32.2	0	0	0	0	196
DATASONIC	1783883594	782388748	0	1.076	2.393	0.332	350.312	32.23	0	0	0	0	063
DATASONIC	1783883594	832333685	0	1.574	2.182	0.095	350.255	32.13	0	0	0	0	059
DATASONIC	1783883594	882301872	0	0.298	1.841	0.503	350.353	32.3	0	0	0	0	004
DATASONIC	1783883594	932278266	0	0.452	2.239	-0.024	350.335	32.27	0	0	0	0	101
DATASONIC	1783883594	982250536	0	0.841	1.982	0.263	350.295	32.2	0	0	0	0	012
DATASONIC	1783883595	32198307	0	0.943	2.558	0.933	350.295	32.2	0	0	0	0	221
DATASONIC	1783883595	82134994	0	0.471	2.544	0.545	350.267	32.15	0	0	0	0	013
DATASONIC	1783883595	132116180	0	0.792	1.751	0.318	350.255	32.13	0	0	0	0	042
DATASONIC	1783883595	182084450	0	1.198	1.938	0.528	350.284	32.18	0	0	0	0	069
DATASONIC	1783883595	232020263	0	1.411	1.573	0.397	350.238	32.1	0	0	0	0	243
DATASONIC	1783883595	281994449	0	1.513	1.671	0.425	350.175	31.99	0	0	0	0	075
DATASONIC	1783883595	331941053	0	1.122	1.917	0.422	350.186	32.01	0	0	0	0	036
DATAGPS	1783883595	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	020
DATASONIC	1783883595	381916239	0	1.048	1.797	0.573	350.238	32.1	0	0	0	0	019
DATASONIC	1783883595	431875759	0	1.192	1.891	0.461	350.175	31.99	0	0	0	0	081
DATASONIC	1783883595	481842446	0	1.024	1.823	0.509	350.175	31.99	0	0	0	0	065
DATASONIC	1783883595	531791133	0	1.083	1.688	0.574	350.175	31.99	0	0	0	0	073
DATASONIC	1783883595	581741737	0	1.096	1.811	0.607	350.226	32.08	0	0	0	0	060
DATASONIC	1783883595	631709506	0	0.928	1.985	0.802	350.186	32.01	0	0	0	0	064
DATASONIC	1783883595	681637611	0	1.059	2.031	0.906	350.295	32.2	0	0	0	0	004
DATASONIC	1783883595	731625755	0	1.153	2.313	0.979	350.324	32.25	0	0	0	0	060
DATASONIC	1783883595	781578567	0	1.56	2.303	1.053	350.244	32.11	0	0	0	0	006
DATASONIC	1783883595	831547503	0	1.103	2.332	0.939	350.312	32.23	0	0	0	0	042
DATASONIC	1783883595	881524981	0	1.612	1.913	0.608	350.238	32.1	0	0	0	0	009
DATASONIC	1783883595	931440461	0	1.614	1.675	0.583	350.272	32.16	0	0	0	0	056
DATASONIC	1783883595	981410939	0	1.511	2.092	0.394	350.244	32.11	0	0	0	0	052
DATASONIC	1783883596	31357335	0	1.519	2.005	-0.041	350.226	32.08	0	0	0	0	033
DATASONIC	1783883596	81333688	0	1.433	1.909	-0.122	350.186	32.01	0	0	0	0	048
DATASONIC	1783883596	131333206	0	1.94	2.056	-0.466	350.175	31.99	0	0	0	0	052
DATASONIC	1783883596	181266852	0	1.786	2.029	-0.422	350.238	32.1	0	0	0	0	053
DATASONIC	1783883596	231214790	0	1.878	1.676	-0.565	350.175	31.99	0	0	0	0	124
DATASONIC	1783883596	281168102	0	1.642	2.049	-0.814	350.484	32.53	0	0	0	0	099
DATASONIC	1783883596	331142704	0	1.517	1.31	-0.843	350.404	32.39	0	0	0	0	036
DATAGPS	1783883596	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	021
DATASONIC	1783883596	381084475	0	1.734	1.254	-0.253	350.364	32.32	0	0	0	0	100
DATASONIC	1783883596	431060562	0	1.952	1.441	0.227	350.307	32.22	0	0	0	0	039
DATASONIC	1783883596	481007104	0	1.855	1.986	0.043	350.312	32.23	0	0	0	0	046
DATASONIC	1783883596	530990728	0	1.522	2.414	0.037	350.582	32.7	0	0	0	0	008
DATASONIC	1783883596	580939312	0	1.517	2.421	0.055	350.633	32.79	0	0	0	0	061
DATASONIC	1783883596	630892854	0	1.516	2.482	0.053	350.662	32.84	0	0	0	0	068
DATASONIC	1783883596	680857354	0	1.978	2.564	0.059	350.467	32.5	0	0	0	0	036
DATASONIC	1783883596	730815270	0	1.741	2.858	0.168	350.536	32.62	0	0	0	0	066
DATASONIC	1783883596	780803478	0	1.985	2.446	0.175	350.496	32.55	0	0	0	0	086
DATASONIC	1783883596	830759145	0	1.702	2.383	0.347	350.433	32.44	0	0	0	0	060
DATASONIC	1783883596	880727228	0	1.446	2.27	0.425	350.444	32.46	0	0	0	0	015
DATASONIC	1783883596	930689977	0	1.518	2.462	0.298	350.593	32.72	0	0	0	0	092
DATASONIC	1783883596	980644228	0	1.46	2.307	0.221	350.633	32.79	0	0	0	0	011
DATASONIC	1783883597	30584603	0	1.475	2.438	0.114	350.616	32.76	0	0	0	0	008
DATASONIC	1783883597	80537562	0	1.502	2.557	-0.092	350.645	32.81	0	0	0	0	056
DATASONIC	1783883597	130508520	0	1.382	2.423	-0.342	350.616	32.76	0	0	0	0	090
DATASONIC	1783883597	180494561	0	1.181	2.539	-0.338	350.582	32.7	0	0	0	0	062
DATASONIC	1783883597	230440186	0	1.264	2.924	0.571	350.347	32.29	0	0	0	0	057
DATASONIC	1783883597	280392270	0	0.905	3.186	1.681	350.312	32.23	0	0	0	0	053
DATASONIC	1783883597	330342478	0	1.392	3.164	0.813	350.496	32.55	0	0	0	0	065
DATAGPS	1783883597	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	022
DATASONIC	1783883597	380311478	0	1.502	2.777	0.678	350.536	32.62	0	0	0	0	070
DATASONIC	1783883597	430275728	0	1.621	2.677	0.483	350.307	32.22	0	0	0	0	060
DATASONIC	1783883597	480230853	0	1.473	2.643	0.677	350.244	32.11	0	0	0	0	056
DATASONIC	1783883597	530214769	0	1.817	2.446	0.571	350.284	32.18	0	0	0	0	067
DATASONIC	1783883597	580137728	0	1.38	2.489	0.936	350.255	32.13	0	0	0	0	023
DATASONIC	1783883597	630108436	0	1.645	2.202	0.984	350.335	32.27	0	0	0	0	055
DATASONIC	1783883597	680079478	0	1.601	2.29	0.891	350.565	32.67	0	0	0	0	030
DATASONIC	1783883597	730025603	0	1.452	2.176	0.091	350.536	32.62	0	0	0	0	047
DATASONIC	1783883597	779984103	0	1.319	2.246	0.13	350.633	32.79	0	0	0	0	021
DATASONIC	1783883597	829950228	0	1.319	2.29	0.22	350.553	32.65	0	0	0	0	221
DATASONIC	1783883597	879903770	0	1.405	2.238	0.305	350.582	32.7	0	0	0	0	018
DATASONIC	1783883597	929888061	0	1.325	2.147	0.257	350.553	32.65	0	0	0	0	075
DATASONIC	1783883597	979833144	0	1.295	2.189	0.47	350.565	32.67	0	0	0	0	038
DATASONIC	1783883598	29759896	0	1.164	2.132	0.345	350.622	32.77	0	0	0	0	025
DATASONIC	1783883598	79732687	0	1.153	2.053	0.304	350.576	32.69	0	0	0	0	023
DATASONIC	1783883598	129684187	0	1.169	2.28	0.325	350.553	32.65	0	0	0	0	023
DATASONIC	1783883598	179668853	0	1.104	2.15	0.151	350.582	32.7	0	0	0	0	218
DATASONIC	1783883598	229624436	0	1.089	2.253	0.246	350.645	32.81	0	0	0	0	066
DATASONIC	1783883598	279572645	0	1.165	2.235	0.167	350.582	32.7	0	0	0	0	022
DATASONIC	1783883598	329542020	0	1.378	2.321	0.15	350.565	32.67	0	0	0	0	003
DATAGPS	1783883598	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	023
DATASONIC	1783883598	379510353	0	1.017	2.491	0.238	350.565	32.67	0	0	0	0	065
DATASONIC	1783883598	429455770	0	1.395	2.219	0.257	350.565	32.67	0	0	0	0	080
DATASONIC	1783883598	479441520	0	1.379	2.451	0.094	350.582	32.7	0	0	0	0	017
DATASONIC	1783883598	529377813	0	1.451	2.646	0.125	350.616	32.76	0	0	0	0	070
DATASONIC	1783883598	579324480	0	1.506	2.444	0.072	350.662	32.84	0	0	0	0	065
DATASONIC	1783883598	629308272	0	1.348	2.625	0.035	350.605	32.74	0	0	0	0	062
DATASONIC	1783883598	679283980	0	1.362	2.587	0.175	350.593	32.72	0	0	0	0	087
DATASONIC	1783883598	729224814	0	1.418	2.563	0.287	350.645	32.81	0	0	0	0	072
DATASONIC	1783883598	779153066	0	1.286	2.457	0.354	350.616	32.76	0	0	0	0	079
DATASONIC	1783883598	829131441	0	1.429	2.201	0.428	350.622	32.77	0	0	0	0	054
DATASONIC	1783883598	879083650	0	1.408	2.403	0.528	350.605	32.74	0	0	0	0	067
DATASONIC	1783883598	929061941	0	1.354	2.401	0.374	350.593	32.72	0	0	0	0	063
DATASONIC	1783883598	979002692	0	1.288	2.344	0.593	350.582	32.7	0	0	0	0	029
DATASONIC	1783883599	28960776	0	1.463	2.257	0.416	350.622	32.77	0	0	0	0	025
DATASONIC	1783883599	78935859	0	1.418	2.213	0.262	350.605	32.74	0	0	0	0	023
DATASONIC	1783883599	128883235	0	1.33	1.805	-0.352	350.576	32.69	0	0	0	0	064
DATASONIC	1783883599	178867818	0	1.022	1.858	-0.162	350.553	32.65	0	0	0	0	122
DATASONIC	1783883599	228815402	0	0.743	2.275	0.038	350.582	32.7	0	0	0	0	010
DATASONIC	1783883599	278771944	0	0.819	2.283	0.196	350.582	32.7	0	0	0	0	035
DATASONIC	1783883599	328717779	0	0.795	2.028	0.371	350.582	32.7	0	0	0	0	032
DATAGPS	1783883599	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	024
DATASONIC	1783883599	378687612	0	0.373	1.663	-0.318	350.576	32.69	0	0	0	0	130
DATASONIC	1783883599	428665987	0	0.78	2.142	-1.008	350.576	32.69	0	0	0	0	081
DATASONIC	1783883599	478601405	0	0.876	2.133	-0.815	350.576	32.69	0	0	0	0	120
DATASONIC	1783883599	528593946	0	0.983	1.865	-0.633	350.645	32.81	0	0	0	0	135
DATASONIC	1783883599	578519573	0	0.997	1.875	-0.398	350.662	32.84	0	0	0	0	150
DATASONIC	1783883599	628484864	0	0.917	1.927	-0.366	350.622	32.77	0	0	0	0	133
DATASONIC	1783883599	678450823	0	0.681	1.812	-0.537	350.656	32.83	0	0	0	0	121
DATASONIC	1783883599	728425573	0	0.66	1.681	-0.619	350.656	32.83	0	0	0	0	075
DATASONIC	1783883599	778360199	0	0.941	1.827	-0.544	350.656	32.83	0	0	0	0	131
DATASONIC	1783883599	828327491	0	0.857	2.084	-0.553	350.633	32.79	0	0	0	0	127
DATASONIC	1783883599	878295408	0	1.15	1.743	-0.231	350.662	32.84	0	0	0	0	065
DATASONIC	1783883599	928266700	0	0.656	1.981	-0.435	350.674	32.86	0	0	0	0	127
DATASONIC	1783883599	978204659	0	0.671	1.672	-0.54	350.622	32.77	0	0	0	0	073
DATASONIC	1783883600	28143452	0	0.725	1.732	-0.54	350.633	32.79	0	0	0	0	244
DATASONIC	1783883600	78108661	0	0.968	2.032	0.151	350.645	32.81	0	0	0	0	252
DATASONIC	1783883600	128096160	0	0.879	2.47	0.431	350.645	32.81	0	0	0	0	000
DATASONIC	1783883600	178071577	0	0.859	2.144	0.228	350.616	32.76	0	0	0	0	060
DATASONIC	1783883600	228014786	0	0.904	1.888	0.097	350.582	32.7	0	0	0	0	012
DATASONIC	1783883600	277947329	0	0.863	1.964	0.03	350.553	32.65	0	0	0	0	012
DATASONIC	1783883600	327917121	0	0.825	2.051	0.029	350.536	32.62	0	0	0	0	035
DATAGPS	1783883600	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	007
DATASONIC	1783883600	377886121	0	0.829	1.854	-0.086	350.525	32.6	0	0	0	0	055
DATASONIC	1783883600	427832710	0	0.942	2.13	0.046	350.565	32.67	0	0	0	0	248
DATASONIC	1783883600	477782300	0	0.932	2.036	-0.109	350.547	32.64	0	0	0	0	090
DATASONIC	1783883600	527769764	0	1.003	2.094	-0.001	350.513	32.58	0	0	0	0	086
DATASONIC	1783883600	577724146	0	0.985	1.985	0.05	350.536	32.62	0	0	0	0	013
DATASONIC	1783883600	627685278	0	0.923	2.236	0.185	350.536	32.62	0	0	0	0	060
DATASONIC	1783883600	677637534	0	1.085	2.171	0.145	350.582	32.7	0	0	0	0	003
DATASONIC	1783883600	727626832	0	0.842	2.184	0.097	350.576	32.69	0	0	0	0	067
DATASONIC	1783883600	777566672	0	1.002	1.987	0.002	350.616	32.76	0	0	0	0	055
DATASONIC	1783883600	827504138	0	1.107	2.251	0.067	350.605	32.74	0	0	0	0	038
DATASONIC	1783883600	877486269	0	1.003	2.263	-0.009	350.605	32.74	0	0	0	0	096
DATASONIC	1783883600	927464066	0	1.05	2.152	0.161	350.593	32.72	0	0	0	0	248
DATASONIC	1783883600	977388699	0	1.084	1.971	0.237	350.593	32.72	0	0	0	0	081
DATASONIC	1783883601	27343747	0	0.964	2.02	0.189	350.576	32.69	0	0	0	0	218
DATASONIC	1783883601	77312462	0	0.946	2.01	-0.173	350.605	32.74	0	0	0	0	239
DATASONIC	1783883601	127272760	0	0.56	1.847	0.077	350.576	32.69	0	0	0	0	011
DATASONIC	1783883601	177239350	0	0.955	1.978	0.139	350.582	32.7	0	0	0	0	015
DATASONIC	1783883601	227190440	0	0.728	1.682	0.038	350.582	32.7	0	0	0	0	251
DATASONIC	1783883601	277155154	0	0.824	1.953	0.146	350.593	32.72	0	0	0	0	053
DATASONIC	1783883601	327117578	0	1.1	1.883	0.221	350.565	32.67	0	0	0	0	204
DATAGPS	1783883601	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	008
DATASONIC	1783883601	377060626	0	0.878	1.753	-0.207	350.565	32.67	0	0	0	0	106
DATASONIC	1783883601	427028299	0	0.791	1.796	-0.246	350.582	32.7	0	0	0	0	061
DATASONIC	1783883601	476980973	0	0.854	1.942	0.029	350.593	32.72	0	0	0	0	070
DATASONIC	1783883601	526941479	0	0.723	2.085	0.322	350.525	32.6	0	0	0	0	254
DATASONIC	1783883601	576897444	0	0.725	2.093	0.33	350.547	32.64	0	0	0	0	013
DATASONIC	1783883601	626858617	0	0.846	2.266	0.329	350.593	32.72	0	0	0	0	070
DATASONIC	1783883601	676816332	0	0.98	2.221	0.166	350.593	32.72	0	0	0	0	004
DATASONIC	1783883601	726805046	0	0.781	2.194	0.68	350.645	32.81	0	0	0	0	007
DATASONIC	1783883601	776743303	0	0.806	2.373	0.319	350.547	32.64	0	0	0	0	055
DATASONIC	1783883601	826675603	0	0.812	2.179	0.266	350.576	32.69	0	0	0	0	067
DATASONIC	1783883601	876646025	0	1.076	1.979	0.018	350.547	32.64	0	0	0	0	066
DATASONIC	1783883601	926610990	0	1.03	1.818	0.356	350.525	32.6	0	0	0	0	203
DATASONIC	1783883601	976583163	0	0.911	2.022	0.256	350.513	32.58	0	0	0	0	047
DATASONIC	1783883602	26558836	0	0.939	2.054	0.462	350.576	32.69	0	0	0	0	020
DATASONIC	1783883602	76490135	0	0.802	1.907	0.465	350.593	32.72	0	0	0	0	003
DATASONIC	1783883602	126472099	0	0.748	1.589	0.322	350.622	32.77	0	0	0	0	061
DATASONIC	1783883602	176427564	0	-0.532	1.86	0.109	350.605	32.74	0	0	0	0	044
DATASONIC	1783883602	226390237	0	-0.088	1.596	0.03	350.616	32.76	0	0	0	0	045
DATASONIC	1783883602	276329828	0	1.05	1.658	0.268	350.553	32.65	0	0	0	0	013
